BusinessName,FullAddress,StreetAddress,City,State,Zip,PlusCode,Website,Phone,LatLong,Category,Hours,IsClaimed,Rating,ReviewCount,Amenities,NumberOfPhotos,ImageURL,URL
Sahabat Utama Group,"No.Kav 76, Jl. Letjen S. Parman, RT.4/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","No.Kav 76, Jl. Letjen S. Parman, RT.4/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+M6,,(021) 53666575,"-6.1908083, 106.7980481",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,0",7,,5,https://lh5.googleusercontent.com/p/AF1QipOQU5cT4iwzbkqZCIozMvWHeNURbExvPozwsCPl=w408-h725-k-no,"https://www.google.com/maps/place/Sahabat+Utama+Group/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f693bae5c76d:0xf532dd0840986f0e!8m2!3d-6.1908083!4d106.7980481"
PT. Multi Structure,"Wisma 76, 20th Floor, Jalan Letjend. S.Parman, Kav. 76, RT.6/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Wisma 76, 20th Floor, Jalan Letjend. S.Parman, Kav. 76, RT.6/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+R3,,(021) 53666699,"-6.1904499, 106.7977142",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu 08.00–12.00,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,1",16,,13,https://lh5.googleusercontent.com/p/AF1QipOMNfpKpEzaYK8NvOKXCXwYLyCXUGlYdayZKCpe=w408-h272-k-no,"https://www.google.com/maps/place/PT.+Multi+Structure/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f68cfd5999af:0x1a92e0134335742d!8m2!3d-6.1904499!4d106.7977142"
PT. Kimberly-Clark Indonesia,"Wisma 77 Tower 2 Lt. 16 Suite 1602, Jalan Letjen. S. Parman Kav. 77, RT.6/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 10210","Wisma 77 Tower 2 Lt. 16 Suite 1602, Jalan Letjen. S. Parman Kav. 77, RT.6/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,10210,RQ5X+XC,kimberly-clark.com,(021) 30400800,"-6.1900212, 106.7985759",Kantor Perusahaan,,N,"5,0",3,,0,https://geo1.ggpht.com/cbk?panoid=MIz_FD72mXlijo9G_476tg&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=345.94788&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT.+Kimberly-Clark+Indonesia/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f6abaaaaaaab:0xe9ca9bdc70a37790!8m2!3d-6.1900212!4d106.7985759"
PT Samudera Indonesia Tbk,"Jl. Jelambar Barat No.35, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Jl. Jelambar Barat No.35, Kemanggisan, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,VQ3M+VX,samudera.id,(021) 5480088,"-6.1453441, 106.784966",Perusahaan Ekspedisi,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,5",341,,312,https://lh5.googleusercontent.com/p/AF1QipPQWLdGI9WakC1ijZzjh1NKLQqzcfZITNV_Bq9C=w408-h271-k-no,"https://www.google.com/maps/place/PT+Samudera+Indonesia+Tbk/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f69581fcaf75:0x6b9b35a19893cda6!8m2!3d-6.1453441!4d106.784966"
MICJAVA Belajar Forex,"Menara Citicon 13th Floor, Letjen S. Parman St No.Kav. 72, RT.10/RW.3, Slipi, Palmerah, West Jakarta City, Jakarta 11480","Menara Citicon 13th Floor, Letjen S. Parman St No.Kav. 72, RT.10/RW.3, Slipi, Palmerah",West Jakarta City,Jakarta,11480,RQ4X+R5,,0813-8072-5502,"-6.1929277, 106.7978882",Kantor Perusahaan,"Selasa Buka 24 jam,Rabu Buka 24 jam,Kamis Buka 24 jam,Jumat Buka 24 jam,Sabtu Tutup,Minggu Tutup,Senin Buka 24 jam. Sembunyikan jam buka untuk seminggu",N,"5,0",8,,0,https://geo1.ggpht.com/cbk?panoid=aIMysWf_r3iefvW_zKrTiQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=70.76608&pitch=0&thumbfov=100,"https://www.google.com/maps/place/MICJAVA+Belajar+Forex/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f6947a02e95f:0x43df1313687f698c!8m2!3d-6.1929277!4d106.7978882"
WEBARQ,"Menara Citicon, Jl. Letjen S. Parman No.Kav 72, RT.4/RW.3, Slipi, Jakarta, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Menara Citicon, Jl. Letjen S. Parman No.Kav 72, RT.4/RW.3, Slipi, Jakarta",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ4X+W3,webarq.com,(021) 29308702,"-6.1926946, 106.797679",Perancang Situs Web,"Selasa 09.00–19.00,Rabu 09.00–19.00,Kamis 09.00–19.00,Jumat 09.00–19.00,Sabtu Tutup,Minggu Tutup,Senin 09.00–19.00. Sembunyikan jam buka untuk seminggu",Y,"4,7",19,,9,https://lh5.googleusercontent.com/p/AF1QipOrjAJw8R_9SuuuqbhWK7INkdKk8kxRO-_zKW8P=w426-h240-k-no,"https://www.google.com/maps/place/WEBARQ/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f6938786756b:0xe4d16f5c7013ea91!8m2!3d-6.1926946!4d106.797679"
PT. Surya Toto Indonesia,"Jl. Letjen S. Parman No.Kav. 81, RT.4/RW.9, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430","Jl. Letjen S. Parman No.Kav. 81, RT.4/RW.9, Kota Bambu Sel., Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11430,RQ6X+M4,toto.co.id,(021) 29298686,"-6.188257, 106.797853",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,2",86,,108,https://lh5.googleusercontent.com/p/AF1QipNfj0jdQySfyelcS_7tixTxv1IgK-xR5hRQL5pk=w408-h864-k-no,"https://www.google.com/maps/place/PT.+Surya+Toto+Indonesia/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f68a6dde507d:0xdcac86e6da1988b3!8m2!3d-6.188257!4d106.797853"
PT. IndoAlliz Perkasa Sukses,"Citicon Tower Lantai 12, Jl. Letjen S. Parman No.Kav. 72, Slipi, Palmerah, RT.4/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Citicon Tower Lantai 12, Jl. Letjen S. Parman No.Kav. 72, Slipi, Palmerah, RT.4/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ4X+V4,pede.id,(021) 29308945,"-6.1928567, 106.7978535",Kantor Perusahaan,,Y,"3,8",16,,2,https://lh5.googleusercontent.com/p/AF1QipM90qqrxZsibU4AGKQpxDTzizzUhkI9mRZNl5Ap=w408-h725-k-no,"https://www.google.com/maps/place/PT.+IndoAlliz+Perkasa+Sukses/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f6947a2604b9:0x7dc5352a6569b31a!8m2!3d-6.1928567!4d106.7978535"
Johnson Controls Indonesia,"Jalan Letjen. S. Parman Kav. 77, RT.6/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jalan Letjen. S. Parman Kav. 77, RT.6/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+Q3,johnsoncontrols.co.id,(021) 53668500,"-6.1905286, 106.7976357",Kantor Perusahaan,,N,"4,8",8,,10,https://lh5.googleusercontent.com/p/AF1QipMtlrtBM_H7cO63yzA51D5Pv9h7stUbhrBWf3DG=w408-h306-k-no,"https://www.google.com/maps/place/Johnson+Controls+Indonesia/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f693aedf10f5:0xc79d0e160e79aca7!8m2!3d-6.1905286!4d106.7976357"
BCA Wisma Asia II,"Jl. Brigjen Katamso No.1 4 9, RT.4/RW.9, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jl. Brigjen Katamso No.1 4 9, RT.4/RW.9, Kota Bambu Sel., Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ6X+78,bca.co.id,(021) 25563000,"-6.1892723, 106.798319",Kantor Perusahaan,"Selasa 08.00–17.30,Rabu 08.00–17.30,Kamis 08.00–17.30,Jumat 08.00–17.30,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.30. Sembunyikan jam buka untuk seminggu",N,"4,6",441,,110,https://lh5.googleusercontent.com/p/AF1QipMkz1pTbTx0Lc04xFHneYhHMRcQkv1mXFnpd3n7=w408-h544-k-no,"https://www.google.com/maps/place/BCA+Wisma+Asia+II/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f692467f7597:0xc430326d6764d7c4!8m2!3d-6.1892723!4d106.798319"
PT. NCS,"Jalan Ks. Tubun 3 Dalam Blok G No.27, RT.10/RW.4, Slipi, Palmerah, RT.10/RW.7, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jalan Ks. Tubun 3 Dalam Blok G No.27, RT.10/RW.4, Slipi, Palmerah, RT.10/RW.7, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RR42+8P,corporate.ptncs.co.id,(021) 5446709,"-6.1942271, 106.8018725",Kantor Perusahaan,,N,"4,1",9,,3,https://lh5.googleusercontent.com/p/AF1QipPLMumOmksopYu5HaaFrNv76BmwBwMF3ZGg3ur9=w408-h544-k-no,"https://www.google.com/maps/place/PT.+NCS/@-6.1904156,106.7795808,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f696ec4b4923:0xabeb4c2053716338!8m2!3d-6.1942271!4d106.8018725"
PT. White Horse Ceramic Indonesia,"Wisma 77, 19th Floor Kav. 77, Jalan Letjen. S. Parman, Slipi, RT.6/RW.3, Slipi, Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Wisma 77, 19th Floor Kav. 77, Jalan Letjen. S. Parman, Slipi, RT.6/RW.3, Slipi, Jakarta Barat",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+R4,,(021) 53660301,"-6.190392, 106.797805",,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",Y,,,,38,https://lh5.googleusercontent.com/p/AF1QipNuHNNZJNJZv8kQN2YkPTdQbFK_F9bly9LMjgi8=w408-h306-k-no,"https://www.google.com/maps/place/PT.+White+Horse+Ceramic+Indonesia/@-6.1904156,106.7795808,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f693ae71314d:0xb7bf6334d3f7684b!8m2!3d-6.190392!4d106.797805"
PT. Kawaguchi Kimia Indonesia,"Wisma Slipi, Lt. 10, No. 1009 Jalan Letjen S. Parman Kav. 12, RT.12/RW.1, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Wisma Slipi, Lt. 10, No. 1009 Jalan Letjen S. Parman Kav. 12, RT.12/RW.1, Kemanggisan, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,RQ7W+8H,,(021) 5305901,"-6.1867405, 106.7964449",Kantor Perusahaan,,Y,"3,0",2,,0,https://geo3.ggpht.com/cbk?panoid=j_Pix7yYmUNPrGTBhpoa9g&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=269.40668&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT.+Kawaguchi+Kimia+Indonesia/@-6.1904156,106.7795808,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f68d6e2ac47b:0xfb4604a3be07e655!8m2!3d-6.1867405!4d106.7964449"
Wisma 76,"Jl. Letjen S. Parman No.Kav. 76, RT.4/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jl. Letjen S. Parman No.Kav. 76, RT.4/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+J8,,,"-6.1908949, 106.7983147",Kantor Perusahaan,,N,"4,2",881,,503,https://lh5.googleusercontent.com/p/AF1QipPnvN12UuFCJPy_FoywgEcg3Yr_yoBgg4dL1Bdi=w408-h315-k-no,"https://www.google.com/maps/place/Wisma+76/@-6.1904156,106.7795808,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f69390adb6cd:0x3da084a8baaaa07a!8m2!3d-6.1908949!4d106.7983147"
PT. Logistic One Solution,"Grand Slipi Tower 16th Floor Suite 16F, Jl. S. Parman Kav 22-24, RT.1/RW.4, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Grand Slipi Tower 16th Floor Suite 16F, Jl. S. Parman Kav 22-24, RT.1/RW.4, Palmerah, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,QQXX+Q7,logistic1.com,(021) 29022590,"-6.2005575, 106.7982034",Kantor Perusahaan,"Selasa Buka 24 jam,Rabu Buka 24 jam,Kamis Buka 24 jam,Jumat Buka 24 jam,Sabtu Buka 24 jam,Minggu Buka 24 jam,Senin Buka 24 jam. Sembunyikan jam buka untuk seminggu",N,"5,0",3,,0,https://geo1.ggpht.com/cbk?panoid=_ZWXgIGOpqmBGe6JAWdDOA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=2.299877&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT.+Logistic+One+Solution/@-6.1904156,106.7795808,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+menara+citicon+jakarta+barat!3m4!1s0x2e69f6bef1723837:0xa0b8c2f1bce1b8fe!8m2!3d-6.2005575!4d106.7982034"
