BusinessName,FullAddress,StreetAddress,City,State,Zip,PlusCode,Website,Phone,LatLong,Category,Hours,IsClaimed,Rating,ReviewCount,Amenities,NumberOfPhotos,ImageURL,URL
Ultrajaya Milk Industry Tbk. PT,"JL. Daan Mogot Raya Km. 18, Kalideres Cengkareng, Kompleks Pergudangan Nila Alam Gudang A, 11850, RT.2/RW.3, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11850","JL. Daan Mogot Raya Km. 18, Kalideres Cengkareng, Kompleks Pergudangan Nila Alam Gudang A, 11850, RT.2/RW.3, Kalideres, Kec. Kalideres",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11850,RPV2+4W,ultrajaya.co.id,(021) 54373334,"-6.1571813, 106.7022578",Toko Olahan Susu,,N,"2,6",7,,0,https://geo2.ggpht.com/maps/photothumb/fd/v1?bpb=ChAKDnNlYXJjaC5UQUNUSUxFEiwKEglf1_n8FPhpLhEKdVD_8Y7JGxIKDWeHVPwVUHWZPyoKDRt9VPwV8niZPxoGCPABEJgD&gl=ID,"https://www.google.com/maps/place/Ultrajaya+Milk+Industry+Tbk.+PT/@-6.2086897,106.5741444,10z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e69f814fcf9d75f:0x1bc98ef1ff50750a!8m2!3d-6.1571813!4d106.7022578"
OT Building (Headquarter),"Jl. Lkr. Luar Barat No.Kav. 35-36, RT.1/RW.3, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740","Jl. Lkr. Luar Barat No.Kav. 35-36, RT.1/RW.3, Rw. Buaya, Kecamatan Cengkareng",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11740,RPMH+H5,ot.id,(021) 58397777,"-6.1660915, 106.7279051",Kantor Perusahaan,"Rabu 07.30–17.00,Kamis 07.30–17.00,Jumat 07.30–17.00,Sabtu Tutup,Minggu Tutup,Senin 07.30–17.00,Selasa 07.30–17.00. Sembunyikan jam buka untuk seminggu",N,"4,5",470,,344,https://lh5.googleusercontent.com/p/AF1QipO7LKfh7__XJthQXYesFwi6FYd-aU1URIDMolRd=w425-h240-k-no,"https://www.google.com/maps/place/OT+Building+(Headquarter)/@-6.2086897,106.5741444,10z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e69f789220fe9db:0xf1e69f9ce4c45609!8m2!3d-6.1660915!4d106.7279051"
ANTERAJA HUB/SS RAWA BUAYA,"Jl. Router Ring Road Lkr. Luar No.39, RT.13/RW.1, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740","Jl. Router Ring Road Lkr. Luar No.39, RT.13/RW.1, Rw. Buaya, Kecamatan Cengkareng",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11740,RPRH+GC,anteraja.id,,"-6.1586508, 106.7285705",Kantor Perusahaan,"Rabu 07.00–19.00,Kamis 07.00–19.00,Jumat 07.00–19.00,Sabtu 07.00–19.00,Minggu 07.00–19.00,Senin 07.00–19.00,Selasa 07.00–19.00. Sembunyikan jam buka untuk seminggu",N,"1,9",16,,4,https://lh5.googleusercontent.com/p/AF1QipMF3nEq75M502kurAA-9e68RLCzpjirWl0Hu-xN=w408-h306-k-no,"https://www.google.com/maps/place/ANTERAJA+HUB%2FSS+RAWA+BUAYA/@-6.2086897,106.5741444,10z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e69f7f6e9e33ba5:0x1340f8b2418ce25c!8m2!3d-6.1586508!4d106.7285705"
Panca Budi Pratama,"Kawasan Pusat Niaga Terpadu, Jl. Daan Mogot Raya Km. 19,6 Blok D No. 8 A-D, Batuceper, Kebon Besar, Poris Jaya, Kec. Batuceper, Kota Tangerang, Banten 15122","Kawasan Pusat Niaga Terpadu, Jl. Daan Mogot Raya Km. 19,6 Blok D No. 8 A-D, Batuceper, Kebon Besar, Poris Jaya, Kec. Batuceper",Kota Tangerang,Banten,15122,RMPH+7H,pancabudi.com,(021) 54365555,"-6.164364, 106.6789067",Kantor Perusahaan,"Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu 08.00–17.00,Minggu 08.00–17.00,Senin 08.00–17.00,Selasa 08.00–17.00. Sembunyikan jam buka untuk seminggu",Y,"4,2",219,,40,https://lh5.googleusercontent.com/p/AF1QipPUJF6w5NY4uZfZme88ZWqD9u65KB1JuorO0QeV=w408-h544-k-no,"https://www.google.com/maps/place/Panca+Budi+Pratama/@-6.2086897,106.5741444,10z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e69f81437a6ad57:0x6c0d72175e255018!8m2!3d-6.164364!4d106.6789067"
PT. Angkasa Pura II,"Soekarno-Hatta International Airport Building, 600, Pajang, Benda, Kota Tangerang, Banten 15126","Soekarno-Hatta International Airport Building, 600, Pajang, Benda",Kota Tangerang,Banten,15126,VMF4+XF,angkasapura2.co.id,(021) 1500138,"-6.1250571, 106.6561829",Kantor Perusahaan,"Rabu 07.30–16.30,Kamis 07.30–16.30,Jumat 07.30–16.30,Sabtu Tutup,Minggu Tutup,Senin 07.30–16.30,Selasa 07.30–16.30. Sembunyikan jam buka untuk seminggu",Y,"4,5",251,,132,https://lh5.googleusercontent.com/p/AF1QipOMhDSKSVCKUM_T57Qfcg1BDeEbh7Bcq5XryBqQ=w408-h392-k-no,"https://www.google.com/maps/place/PT.+Angkasa+Pura+II/@-6.2086897,106.5741444,10z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e6a026bf3ac54bb:0x9e34ee9e3e412372!8m2!3d-6.1250571!4d106.6561829"
Orang Tua Group,"Jl. Lkr. Luar Barat No.Kav 35-36, RT.1/RW.3, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740","Jl. Lkr. Luar Barat No.Kav 35-36, RT.1/RW.3, Rw. Buaya, Kecamatan Cengkareng",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11740,RPMH+G5,ot.id,(021) 58397888,"-6.1661544, 106.7278899",Kantor Perusahaan,"Rabu 07.30–17.00,Kamis 07.30–17.00,Jumat 07.30–17.00,Sabtu Tutup,Minggu Tutup,Senin 07.30–17.00,Selasa 07.30–17.00. Sembunyikan jam buka untuk seminggu",N,"4,4",238,,75,https://lh5.googleusercontent.com/p/AF1QipNpo188K0XdAAXr2R7mBwHA1tOBFyHPP1MZh1Oj=w426-h240-k-no,"https://www.google.com/maps/place/Orang+Tua+Group/@-6.2086897,106.5741444,10z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e69f7ebea8d61d1:0x2b7fe4e094742af8!8m2!3d-6.1661544!4d106.7278899"
HALOSIS,"Tokopedia Care, Jl. Lkr. Luar Barat No.101, Rawa Buaya, Cengkareng, West Jakarta City, Jakarta 11740               Terletak di: Tokopedia Care Tower","Tokopedia Care, Jl. Lkr. Luar Barat No.101, Rawa Buaya, Cengkareng",West Jakarta City,Jakarta,11740               Terletak di: Tokopedia Care Tower,RPGJ+M3,halosis.co.id,(021) 22585511,"-6.1733288, 106.730139",Kantor Perusahaan,"Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00,Selasa 08.00–17.00. Sembunyikan jam buka untuk seminggu",Y,"5,0",27,,7,https://lh5.googleusercontent.com/p/AF1QipMIXNp1xW4qXjs78sK2A_gje6i-Mf7r34TtsuAc=w408-h306-k-no,"https://www.google.com/maps/place/HALOSIS/@-6.2086897,106.5741444,10z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e69f7cde4504b65:0xdc2386d5f81ac49!8m2!3d-6.1733288!4d106.730139"
VIP ROOM BANDARA SOEKARNO HATTA,"Pajang, Benda, Kota Tangerang, Banten 15126","Pajang, Benda",Kota Tangerang,Banten,15126,VM95+R3,angkasapura2.co.id,,"-6.1303921, 106.6576254",Kantor Perusahaan,"Rabu Buka 24 jam,Kamis Buka 24 jam,Jumat Buka 24 jam,Sabtu Buka 24 jam,Minggu Buka 24 jam,Senin Buka 24 jam,Selasa Buka 24 jam. Sembunyikan jam buka untuk seminggu",N,"4,6",11,,8,https://lh5.googleusercontent.com/p/AF1QipP2XDvS-kF9wvPjEOQkIT7x0AoGl6PI3fDDFYLZ=w426-h240-k-no,"https://www.google.com/maps/place/VIP+ROOM+BANDARA+SOEKARNO+HATTA/@-6.2086897,106.5741444,10z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e6a026df133aa37:0x69221fa329265455!8m2!3d-6.1303921!4d106.6576254"
Swiss-Belhotel International,"The Blugreen Boutique Office, 2nd floor, Jl. Lingkar Luar Barat Kav. 88, Puri Kembangan, Jakarta, RT.6/RW.1, North Kembangan, Kembangan, West Jakarta City, Jakarta 11610","The Blugreen Boutique Office, 2nd floor, Jl. Lingkar Luar Barat Kav. 88, Puri Kembangan, Jakarta, RT.6/RW.1, North Kembangan, Kembangan",West Jakarta City,Jakarta,11610,RPFH+7H,swiss-belhotel.com,(021) 29527277,"-6.17679, 106.728937",Kantor Perusahaan,,Y,"4,2",48,,8,https://lh5.googleusercontent.com/p/AF1QipMjVLAllhJliwdlqIYAfXGwdAadXRjLh6vVsOcu=w408-h725-k-no,"https://www.google.com/maps/place/Swiss-Belhotel+International/@-6.2086897,106.5741444,10z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e69f78179278455:0xd52105c5b21b197d!8m2!3d-6.17679!4d106.728937"
AMC Terminal 2,"Bandar Udara Internasional Soekarno–Hatta, Terminal 1C Boarding Lounge, Jl. Operasional Cengkareng, Pajang, Benda, Kota Tangerang, Banten 15126","Bandar Udara Internasional Soekarno–Hatta, Terminal 1C Boarding Lounge, Jl. Operasional Cengkareng, Pajang, Benda",Kota Tangerang,Banten,15126,VMH3+J5,angkasapura2.co.id,(021) 5505956,"-6.1208918, 106.6529392",Kantor Perusahaan,"Rabu Buka 24 jam,Kamis Buka 24 jam,Jumat Buka 24 jam,Sabtu Buka 24 jam,Minggu Buka 24 jam,Senin Buka 24 jam,Selasa Buka 24 jam. Sembunyikan jam buka untuk seminggu",N,"5,0",2,,0,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,"https://www.google.com/maps/place/AMC+Terminal+2/@-6.2086897,106.5741444,10z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e6a023fe4ec6843:0xa4a51360aabef8f3!8m2!3d-6.1208918!4d106.6529392"
PT. Massindo International,"Jl. Meruya Ilir Raya Taman Kb. Jeruk Blk. AIII No.1, RT.4/RW.7, Meruya Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610","Jl. Meruya Ilir Raya Taman Kb. Jeruk Blk. AIII No.1, RT.4/RW.7, Meruya Sel., Kec. Kembangan",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11610,,massindo.com,(021) 29223333,"-6.198412, 106.745598",Kantor Perusahaan,"Rabu 08.30–17.00,Kamis 08.30–17.00,Jumat 08.30–17.00,Sabtu 08.30–17.00,Minggu Tutup,Senin 08.30–17.00,Selasa 08.30–17.00. Sembunyikan jam buka untuk seminggu",Y,"4,1",20,,4,https://lh5.googleusercontent.com/p/AF1QipOrRfAChIEj-u7gqsJ5PCpc17lvOhTAKJKq4tTZ=w564-h240-k-no,"https://www.google.com/maps/place/PT.+Massindo+International/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e69f76abe037151:0x2cc328b35d062820!8m2!3d-6.198412!4d106.745598"
Pt.Mayora Indah Tbk. Divisi,"Jl. Yos Sudarso No.107, Kb. Besar, Kec. Batuceper, Kota Tangerang, Banten 15122","Jl. Yos Sudarso No.107, Kb. Besar, Kec. Batuceper",Kota Tangerang,Banten,15122,RMVJ+PX,mayoraindah.co.id,(021) 36218001,"-6.1556839, 106.682468",Pabrik Coklat,"Rabu Buka 24 jam,Kamis Buka 24 jam,Jumat Buka 24 jam,Sabtu Buka 24 jam,Minggu Buka 24 jam,Senin Buka 24 jam,Selasa Buka 24 jam. Sembunyikan jam buka untuk seminggu",Y,"4,5",185,,123,https://lh5.googleusercontent.com/p/AF1QipNMvfa3pYbw0y8UxEHkvxeVEj1Ui1ri8dfs7XEK=w408-h544-k-no,"https://www.google.com/maps/place/Pt.Mayora+Indah+Tbk.+Divisi/@-6.1556839,106.5423923,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e69f864080e5b55:0x78ea1047b813ade7!8m2!3d-6.1556839!4d106.682468"
Delta Beton,"Sebelah Ciputra International, Jl. Lkr. Luar Barat No.3, RT.14, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740","Sebelah Ciputra International, Jl. Lkr. Luar Barat No.3, RT.14, Rw. Buaya, Kecamatan Cengkareng",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11740,RPGH+VC,deltabeton.org,0812-1984-4450,"-6.1727853, 106.7285316",Pemasok Semen Ready-mix,"Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu 08.00–15.00,Minggu Tutup,Senin 08.00–17.00,Selasa 08.00–17.00. Sembunyikan jam buka untuk seminggu",Y,"5,0",3,,21,https://lh5.googleusercontent.com/p/AF1QipP3Bn9vXcZmZSerx5Yg39PXm7yMGmqP1gP8s6Pm=w426-h240-k-no,"https://www.google.com/maps/place/Delta+Beton/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e69f78690c9d567:0x3744f413fc3ea1db!8m2!3d-6.1727853!4d106.7285316"
BPJS Ketenagakerjaan,"Ruko Mutiara Taman Palem Cengkareng Timur, Blok A5 No.17, Jl. Lingkar Luar Barat Cengkareng, Cengkareng, RT.7/RW.14, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730               Terletak di: Ruko Mutiara Taman Palem","Ruko Mutiara Taman Palem Cengkareng Timur, Blok A5 No.17, Jl. Lingkar Luar Barat Cengkareng, Cengkareng, RT.7/RW.14, Cengkareng Tim., Kecamatan Cengkareng",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11730               Terletak di: Ruko Mutiara Taman Palem,VP6J+X7,bpjsketenagakerjaan.go.id,(021) 29018921,"-6.1375362, 106.7307133",Perusahaan Asuransi,"Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00,Selasa 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"2,4",37,,6,https://lh5.googleusercontent.com/p/AF1QipMCKFmMtRtH68lycjylfuWUqVFZfK8vGJV-q3eD=w408-h838-k-no,"https://www.google.com/maps/place/BPJS+Ketenagakerjaan/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Ciputra+International+Puri+jakarta+barat!3m4!1s0x2e6a1d561522a3af:0xbd6e1b13447f0ee5!8m2!3d-6.1375362!4d106.7307133"
