BusinessName,FullAddress,StreetAddress,City,State,Zip,PlusCode,Website,Phone,LatLong,Category,Hours,IsClaimed,Rating,ReviewCount,Amenities,NumberOfPhotos,ImageURL,URL
PT. Jaya Kreasi Indonesia,"Jl. Panjang No.41-45, RW.11, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520","Jl. Panjang No.41-45, RW.11, Kedoya Sel., Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11520,RQF8+3G,,(021) 22562777,"-6.1773061, 106.7663433",Kantor Perusahaan,"Selasa 08.30–16.30,Rabu 08.30–16.30,Kamis 08.30–16.30,Jumat 08.30–16.30,Sabtu 08.30–14.30,Minggu Tutup,Senin 08.30–16.30. Sembunyikan jam buka untuk seminggu",N,"4,7",13,,0,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,"https://www.google.com/maps/place/PT.+Jaya+Kreasi+Indonesia/@-6.1799432,106.7488424,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f7ac0e900ac1:0x8c06d93dbb72aa55!8m2!3d-6.1773061!4d106.7663433"
MNC VISION,"Jalan Panjang Z / III, RT.14/RW.8, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520               Terletak di: MNC SKY Vision","Jalan Panjang Z / III, RT.14/RW.8, Kedoya Utara, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11520               Terletak di: MNC SKY Vision,RQP7+99,indovision.tv,(021) 5828000,"-6.1640516, 106.7634905",Perusahaan TV Kabel,"Selasa 09.00–18.00,Rabu 09.00–18.00,Kamis 09.00–18.00,Jumat 09.00–18.00,Sabtu Tutup,Minggu Tutup,Senin 09.00–18.00. Sembunyikan jam buka untuk seminggu",N,"4,3",1007,,0,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,"https://www.google.com/maps/place/MNC+VISION/@-6.1799432,106.7488424,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f7b140d5ef2b:0xf2bf4c0d5e339857!8m2!3d-6.1640516!4d106.7634905"
PT Exinergy Indonesia,"Citta Graha, Jl. Panjang No.26, RT.6/RW.1, South Kedoya, Kebonjeruk, West Jakarta City, Jakarta 11520","Citta Graha, Jl. Panjang No.26, RT.6/RW.1, South Kedoya, Kebonjeruk",West Jakarta City,Jakarta,11520,RQ98+5P,,(021) 29427688,"-6.1820599, 106.7667678",Kantor Perusahaan,"Selasa 08.30–17.30,Rabu 08.30–17.30,Kamis 08.30–17.30,Jumat 08.30–17.30,Sabtu Tutup,Minggu Tutup,Senin 08.30–17.30. Sembunyikan jam buka untuk seminggu",N,"5,0",5,,0,https://geo0.ggpht.com/cbk?panoid=udQjALcvYq_LJaccvt4w3Q&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=259.0233&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT+Exinergy+Indonesia/@-6.1799432,106.7488424,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f70113273a03:0x9f237f53c4bc4280!8m2!3d-6.1820599!4d106.7667678"
Ruko Dijual/sewa,"Jl. Panjang, RT.15/RW.7, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520","Jl. Panjang, RT.15/RW.7, Kedoya Utara, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11520,RQJ7+JP,,0812-5632-851,"-6.1683816, 106.764282",,,N,,,,4,https://lh5.googleusercontent.com/p/AF1QipNi8_PdQEBNYvrh2RFb6lHPA7AqPZvg9dQHDpQz=w408-h544-k-no,"https://www.google.com/maps/place/Ruko+Dijual%2Fsewa/@-6.1799432,106.7488424,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f7ae03bf7275:0x965cdbd9aa2805!8m2!3d-6.1683816!4d106.764282"
PT Agrinusa Jaya Santosa (HO),"komplek kedoya elok plaza blok De - 12, Jl. Panjang, RT.19/RW.4, South Kedoya, Kebonjeruk, West Jakarta City, Jakarta 11520","komplek kedoya elok plaza blok De - 12, Jl. Panjang, RT.19/RW.4, South Kedoya, Kebonjeruk",West Jakarta City,Jakarta,11520,RQ79+V3,,(021) 5812819,"-6.1853081, 106.7676704",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,2",21,,11,https://lh5.googleusercontent.com/p/AF1QipM-SECUb2lGJw_J4ALr5MvRn2ViH02iGpMYxqJF=w426-h240-k-no,"https://www.google.com/maps/place/PT+Agrinusa+Jaya+Santosa+(HO)/@-6.1799432,106.7488424,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f703ad51708d:0xc611b283a29e9125!8m2!3d-6.1853081!4d106.7676704"
Ecotru Office,"Jl. Panjang No.9B, RT.9/RW.11, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Jl. Panjang No.9B, RT.9/RW.11, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ39+VM,ecotru.co.id,0878-8999-2014,"-6.1952822, 106.7692137",Kantor Perusahaan,"Selasa 08.00–18.00,Rabu 08.00–18.00,Kamis 08.00–18.00,Jumat 08.00–18.00,Sabtu 08.00–18.00,Minggu Tutup,Senin 08.00–18.00. Sembunyikan jam buka untuk seminggu",Y,"5,0",6,,0,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,"https://www.google.com/maps/place/Ecotru+Office/@-6.1799432,106.7488424,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f71e4782290b:0xad6298e3f88af629!8m2!3d-6.1952822!4d106.7692137"
PT. Prisma Harapan,"Jl. Kedoya Duri No.38, RW.4, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520","Jl. Kedoya Duri No.38, RW.4, Kedoya Sel., Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11520,RQ88+GV,prisma-ads.com,(021) 58356575,"-6.1836312, 106.7671433",Kantor Perusahaan,"Selasa 08.30–17.30,Rabu 08.30–17.30,Kamis 08.30–17.30,Jumat 08.30–17.30,Sabtu Tutup,Minggu Tutup,Senin 08.30–17.30. Sembunyikan jam buka untuk seminggu",Y,"4,4",13,,16,https://lh5.googleusercontent.com/p/AF1QipOvD9yp2NnyqJZO1pTzr6GJ6UkfqugedV1Yziro=w408-h254-k-no,"https://www.google.com/maps/place/PT.+Prisma+Harapan/@-6.1799432,106.7488424,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f703d6e8036b:0xc90d1bee18b0a728!8m2!3d-6.1836312!4d106.7671433"
Batari Group,"Jl. Panjang No.37, RT.6/RW.11, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 1153","Jl. Panjang No.37, RT.6/RW.11, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,1153,RQ49+VJ,batari-group.com,(021) 53650305,"-6.1927862, 106.7690782",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu 08.00–13.00,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"5,0",3,,0,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,"https://www.google.com/maps/place/Batari+Group/@-6.1799432,106.7488424,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f70f781337c9:0x4aa1a25192c2e46b!8m2!3d-6.1927862!4d106.7690782"
PT. Global Broadcast Supply Indonesia,"Rukan Graha Arteri Mas Jl. Panjang No 68 kav 56 kedoaya Selatan, Jakarta Barat 11520, South Kedoya Kebon Jeruk, RT.19/RW.4, South Kedoya, Kebonjeruk, West Jakarta City, Jakarta 11520","Rukan Graha Arteri Mas Jl. Panjang No 68 kav 56 kedoaya Selatan, Jakarta Barat 11520, South Kedoya Kebon Jeruk, RT.19/RW.4, South Kedoya, Kebonjeruk",West Jakarta City,Jakarta,11520,RQ88+6X,,(021) 5816555,"-6.184491, 106.767376",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",Y,"4,0",1,,0,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,"https://www.google.com/maps/place/PT.+Global+Broadcast+Supply+Indonesia/@-6.1799432,106.7488424,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f703cbd9c6bb:0x179b138fa45dce36!8m2!3d-6.184491!4d106.767376"
AKR TOWER Blok H 15,"Jl. Panjang No.5, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Jl. Panjang No.5, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ59+97,himindo.com,(021) 22124048,"-6.1915739, 106.7681435",Kantor Perusahaan,,N,"5,0",2,,3,https://lh5.googleusercontent.com/p/AF1QipP_NhZxTKfu7C6I_Mwf9ejYCLT_Q3N7KY67NBpL=w408-h306-k-no,"https://www.google.com/maps/place/AKR+TOWER+Blok+H+15/@-6.1799432,106.7488424,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f71dae14dd69:0x8afd67c96d789b5c!8m2!3d-6.1915739!4d106.7681435"
Pasang CCTV | Jasa Pemasangan CCTV | CCTV BRO,"Ruko Green Garden, Jl. Panjang Arteri Klp. Dua Raya No.57, RT.1/RW.3, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520","Ruko Green Garden, Jl. Panjang Arteri Klp. Dua Raya No.57, RT.1/RW.3, Kedoya Utara, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11520,RQQ7+23,cctvbro.co.id,0817-717-008,"-6.1624857, 106.7626616",Kantor Perusahaan,"Selasa 08.00–05.00,Rabu 08.00–05.00,Kamis 08.00–05.00,Jumat 08.00–05.00,Sabtu 08.00–14.00,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",Y,"4,7",17,,24,https://lh5.googleusercontent.com/p/AF1QipM0bOVoRnU4Ttahg2w-syUQTgYqb8Zw7o5a87oo=w427-h240-k-no,"https://www.google.com/maps/place/Pasang+CCTV+%7C+Jasa+Pemasangan+CCTV+%7C+CCTV+BRO/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f7b6ce381111:0xc900b58917837604!8m2!3d-6.1624857!4d106.7626616"
Bengkel Oyama Motor,"Jl. Panjang Arteri Klp. Dua Raya No.6C, RT.1/RW.6, Klp. Dua, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11550","Jl. Panjang Arteri Klp. Dua Raya No.6C, RT.1/RW.6, Klp. Dua, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11550,QQW9+WJ,business.site,0878-6499-1881,"-6.20264, 106.7691229",Kantor Perusahaan,,Y,"4,7",3,,10,https://lh5.googleusercontent.com/p/AF1QipP9FVMlL5WCPw2MFxh0rM3AxmIDsY0SZWZ0Wn5z=w408-h725-k-no,"https://www.google.com/maps/place/Bengkel+Oyama+Motor/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f720bf0a802f:0x90bffffc76523454!8m2!3d-6.20264!4d106.7691229"
PT KOI Cafe Indonesia,"Plaza Kedoya Elok, Blok DE no 1-2, Jl. Panjang, RT.19/RW.4, South Kedoya, Kebonjeruk, West Jakarta City, Jakarta 11520","Plaza Kedoya Elok, Blok DE no 1-2, Jl. Panjang, RT.19/RW.4, South Kedoya, Kebonjeruk",West Jakarta City,Jakarta,11520,RQ79+R7,koithe.com,(021) 5818717,"-6.1853945, 106.7681522",Kantor Perusahaan,"Selasa 09.00–17.00,Rabu 09.00–17.00,Kamis 09.00–17.00,Jumat 09.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 09.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,8",6,,0,https://geo0.ggpht.com/cbk?panoid=Ckw98_gRF0RplaQN4XjXfw&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=265.07675&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT+KOI+Cafe+Indonesia/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f7dd67fd9e4f:0x52db49e6ffeb3226!8m2!3d-6.1853945!4d106.7681522"
Grha Muncul Mekar,"Jalan Panjang No. 27, Kebonjeruk, RT.1/RW.2, Klp. Dua, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11550","Jalan Panjang No. 27, Kebonjeruk, RT.1/RW.2, Klp. Dua, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11550,QQRC+5F,munculmekar.com,(021) 53679902,"-6.2095555, 106.7711948",Kantor Perusahaan,"Selasa 08.30–16.30,Rabu 08.30–16.30,Kamis 08.30–16.30,Jumat 08.30–16.30,Sabtu 08.30–14.00,Minggu Tutup,Senin 08.30–16.30. Sembunyikan jam buka untuk seminggu",N,"4,2",76,,23,https://lh5.googleusercontent.com/p/AF1QipMmVYNKOhu4FntvXtG2s6gFZgZSqzbYWTwTnxSS=w408-h725-k-no,"https://www.google.com/maps/place/Grha+Muncul+Mekar/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f6d7e510281f:0x9e96cedd8aedff39!8m2!3d-6.2095555!4d106.7711948"
PT Infracom Telesarana,"Plaza Kelapa Dua Lt. 6, Jl. Panjang Arteri Kelapa Dua No. 29, Kelapa Dua, Kebon Jeruk, RT.1/RW.2, Klp. Dua, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11550","Plaza Kelapa Dua Lt. 6, Jl. Panjang Arteri Kelapa Dua No. 29, Kelapa Dua, Kebon Jeruk, RT.1/RW.2, Klp. Dua, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11550,QQRC+99,,(021) 53662556,"-6.2090555, 106.7709948",Kantor Perusahaan,"Selasa 09.00–18.00,Rabu 09.00–18.00,Kamis 09.00–18.00,Jumat 09.00–18.00,Sabtu Tutup,Minggu Tutup,Senin 09.00–18.00. Sembunyikan jam buka untuk seminggu",N,"4,1",14,,6,https://lh5.googleusercontent.com/p/AF1QipPVy-NkqNUHFoLqQBh8khVlIhhSCjBrcwWA2Di7=w408-h306-k-no,"https://www.google.com/maps/place/PT+Infracom+Telesarana/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f728004c7357:0xd0c0cd8259d1a2f0!8m2!3d-6.2090555!4d106.7709948"
HM Sampoerna Kedoya,"Jl. Panjang, RT.5/RW.10, Kebon Jeruk, Kebonjeruk, West Jakarta City, Jakarta 11530","Jl. Panjang, RT.5/RW.10, Kebon Jeruk, Kebonjeruk",West Jakarta City,Jakarta,11530,RQ49+XF,,,"-6.1925999, 106.7687258",Kantor Perusahaan,,N,"4,7",15,,7,https://lh5.googleusercontent.com/p/AF1QipN-qMJA632105ipieDcpLwBlqKjqgpcgTgINy3J=w408-h306-k-no,"https://www.google.com/maps/place/HM+Sampoerna+Kedoya/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+jalan+panjang+jakarta+barat!3m4!1s0x2e69f71dc71e47e1:0x7386f02774755d00!8m2!3d-6.1925999!4d106.7687258"
