BusinessName,FullAddress,StreetAddress,City,State,Zip,PlusCode,Website,Phone,LatLong,Category,Hours,IsClaimed,Rating,ReviewCount,Amenities,NumberOfPhotos,ImageURL,URL
Wisma 76,"Jl. Letjen S. Parman No.Kav. 76, RT.4/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jl. Letjen S. Parman No.Kav. 76, RT.4/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+J8,,,"-6.1908949, 106.7983147",Kantor Perusahaan,,N,"4,2",881,,503,https://lh5.googleusercontent.com/p/AF1QipPnvN12UuFCJPy_FoywgEcg3Yr_yoBgg4dL1Bdi=w408-h315-k-no,"https://www.google.com/maps/place/Wisma+76/@-6.1903221,106.7959886,17z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f69390adb6cd:0x3da084a8baaaa07a!8m2!3d-6.1908949!4d106.7983147"
Wisma Sejahtera,"Jalan Letjen S. Parman Kav.75, Slipi, Palmerah, RT.4/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Jalan Letjen S. Parman Kav.75, Slipi, Palmerah, RT.4/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,RQ5X+F3,bit.ly,0813-1693-2984,"-6.1913719, 106.797734",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu 08.00–17.00,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,3",394,,307,https://lh5.googleusercontent.com/p/AF1QipOEQ9bMxo_t_WvKkQrxDmnyTG59kmlVKD68R0WC=w408-h306-k-no,"https://www.google.com/maps/place/Wisma+Sejahtera/@-6.1903221,106.7959886,17z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f69398f83219:0xdb9acea8a2c9e5e5!8m2!3d-6.1913719!4d106.797734"
PT Sitara Propertindo Tbk,"Wisma 77 Lt. 19, Jalan Letjen S. Parman No.Kav. 77, Kel. Slipi, Kec. Palmerah, RT.6/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Wisma 77 Lt. 19, Jalan Letjen S. Parman No.Kav. 77, Kel. Slipi, Kec. Palmerah, RT.6/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+R3,,(021) 5363070,"-6.19045, 106.7977142",,,N,,,,0,https://geo2.ggpht.com/cbk?panoid=eyJu_C71_g-tN3yb_O-46A&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=87.87056&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT+Sitara+Propertindo+Tbk/@-6.1903221,106.7959886,17z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f693ae8cc761:0xdee3e777bda42ce1!8m2!3d-6.19045!4d106.7977142"
Wisma 77,"Jl. Letjen S. Parman No.14, RT.6/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jl. Letjen S. Parman No.14, RT.6/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+WF,,,"-6.1901563, 106.7986677",Kantor Perusahaan,,N,"3,5",4,,0,https://geo2.ggpht.com/cbk?panoid=xX4UVzH2WRJlz0cLpjeIeA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=298.97092&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Wisma+77/@-6.1903221,106.7959886,17z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f72f6889f913:0x35f112fef284738b!8m2!3d-6.1901563!4d106.7986677"
PT. Kimberly-Clark Indonesia,"Wisma 77 Tower 2 Lt. 16 Suite 1602, Jalan Letjen. S. Parman Kav. 77, RT.6/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 10210","Wisma 77 Tower 2 Lt. 16 Suite 1602, Jalan Letjen. S. Parman Kav. 77, RT.6/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,10210,RQ5X+XC,kimberly-clark.com,(021) 30400800,"-6.1900212, 106.7985759",Kantor Perusahaan,,N,"5,0",3,,0,https://geo1.ggpht.com/cbk?panoid=MIz_FD72mXlijo9G_476tg&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=345.94788&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT.+Kimberly-Clark+Indonesia/@-6.1903221,106.7959886,17z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f6abaaaaaaab:0xe9ca9bdc70a37790!8m2!3d-6.1900212!4d106.7985759"
BCA Wisma Asia II,"Jl. Brigjen Katamso No.1 4 9, RT.4/RW.9, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jl. Brigjen Katamso No.1 4 9, RT.4/RW.9, Kota Bambu Sel., Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ6X+78,bca.co.id,(021) 25563000,"-6.1892723, 106.798319",Kantor Perusahaan,"Selasa 08.00–17.30,Rabu 08.00–17.30,Kamis 08.00–17.30,Jumat 08.00–17.30,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.30. Sembunyikan jam buka untuk seminggu",N,"4,6",441,,110,https://lh5.googleusercontent.com/p/AF1QipMkz1pTbTx0Lc04xFHneYhHMRcQkv1mXFnpd3n7=w408-h544-k-no,"https://www.google.com/maps/place/BCA+Wisma+Asia+II/@-6.1903221,106.7959886,17z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f692467f7597:0xc430326d6764d7c4!8m2!3d-6.1892723!4d106.798319"
GetPlus,"Wisma 77 Tower 2, Jl. Letjen S. Parman No.77, RT.6/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Wisma 77 Tower 2, Jl. Letjen S. Parman No.77, RT.6/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ6X+2F,,,"-6.189942, 106.7986774",Kantor Perusahaan,,N,"5,0",1,,3,https://lh5.googleusercontent.com/p/AF1QipN8xe7j-GeniqvyyFErbeRvsKGeiPNDs6PwesgV=w408-h531-k-no,"https://www.google.com/maps/place/GetPlus/@-6.1903221,106.7959886,17z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f7537ffb6a21:0x6039ee483e736e41!8m2!3d-6.189942!4d106.7986774"
Johnson Controls Indonesia,"Jalan Letjen. S. Parman Kav. 77, RT.6/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jalan Letjen. S. Parman Kav. 77, RT.6/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+Q3,johnsoncontrols.co.id,(021) 53668500,"-6.1905286, 106.7976357",Kantor Perusahaan,,N,"4,8",8,,10,https://lh5.googleusercontent.com/p/AF1QipMtlrtBM_H7cO63yzA51D5Pv9h7stUbhrBWf3DG=w408-h306-k-no,"https://www.google.com/maps/place/Johnson+Controls+Indonesia/@-6.1903221,106.7959886,17z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f693aedf10f5:0xc79d0e160e79aca7!8m2!3d-6.1905286!4d106.7976357"
Smoking Area Wisma 77,"Jl. Letjen S. Parman, RT.14/RW.1, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta               Terletak di: Wisma 77 Tower 2","Jl. Letjen S. Parman, RT.14/RW.1, Kemanggisan, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta               Terletak di: Wisma,77 Tower 2,RQ5X+WC,,,"-6.1901556, 106.7986028",,,N,,,,0,https://geo1.ggpht.com/cbk?panoid=MIz_FD72mXlijo9G_476tg&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=345.2271&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Smoking+Area+Wisma+77/@-6.1903221,106.7959886,17z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f7d6718797c7:0x971bdfd1e052d7aa!8m2!3d-6.1901556!4d106.7986028"
PT Jui Shin Indonesia,"Jl. Letjen S. Parman, RT.4/RW.3, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460","Jl. Letjen S. Parman, RT.4/RW.3, Jelambar, Kec. Grogol petamburan",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11460,RQ5X+M6,,(021) 53666602,"-6.1907866, 106.7980957",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"3,8",10,,0,https://geo3.ggpht.com/cbk?panoid=LuSrq-m_xcvwOsYLB_ZzSw&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=88.67982&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT+Jui+Shin+Indonesia/@-6.1903221,106.7959886,17z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f693baf6e945:0xae512980fd83a808!8m2!3d-6.1907866!4d106.7980957"
Menara Citicon,"Jl. Letjen S. Parman No.Kav 72, RT.4/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jl. Letjen S. Parman No.Kav 72, RT.4/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ4X+W3,menaraciticon.com,(021) 29308772,"-6.1927019, 106.7977121",Kantor Perusahaan,"Selasa 08.00–19.00,Rabu 08.00–19.00,Kamis 08.00–19.00,Jumat 08.00–19.00,Sabtu 08.00–14.00,Minggu Tutup,Senin 08.00–19.00. Sembunyikan jam buka untuk seminggu",Y,"4,3",906,,554,https://lh5.googleusercontent.com/p/AF1QipPAm8onx2jE9kUgabD8azc3Kv5fU4OWJSa1jamc=w408-h726-k-no,"https://www.google.com/maps/place/Menara+Citicon/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f69478df636f:0xc283f16e9eda0173!8m2!3d-6.1927019!4d106.7977121"
Sahabat Utama Group,"No.Kav 76, Jl. Letjen S. Parman, RT.4/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","No.Kav 76, Jl. Letjen S. Parman, RT.4/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+M6,,(021) 53666575,"-6.1908083, 106.7980481",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,0",7,,5,,"https://www.google.com/maps/place/Sahabat+Utama+Group/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f693bae5c76d:0xf532dd0840986f0e!8m2!3d-6.1908083!4d106.7980481"
PT. ASIA AKSES UTAMA (ISP),"Wisma 76 Lantai 18, Jl. Letjen. S. Parman Kav. 76, RT.4/RW.3, Slipi, RT.4, RT.4/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Wisma 76 Lantai 18, Jl. Letjen. S. Parman Kav. 76, RT.4/RW.3, Slipi, RT.4, RT.4/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+M6,,(021) 53666611,"-6.1907911, 106.7981232",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"5,0",1,,5,https://lh5.googleusercontent.com/p/AF1QipMi-GAZmV0UuvyQd3isT30mltrZm7z5zrCibTBx=w426-h240-k-no,"https://www.google.com/maps/place/PT.+ASIA+AKSES+UTAMA+(ISP)/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f7735e91a81b:0xd1c2462504f16130!8m2!3d-6.1907911!4d106.7981232"
PT Mitra Amertha Sejahtera,"No.Kav 75,, Jl. Letjen S. Parman, RT.4/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","No.Kav 75,, Jl. Letjen S. Parman, RT.4/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+F6,,(021) 5350333,"-6.1912646, 106.7980115",Kantor Perusahaan,"Selasa 09.00–17.30,Rabu 09.00–17.30,Kamis 09.00–17.30,Jumat 09.00–17.30,Sabtu 09.00–01.30,Minggu Tutup,Senin 09.00–17.30. Sembunyikan jam buka untuk seminggu",Y,"4,0",4,,18,https://lh5.googleusercontent.com/p/AF1QipNbUiwJ6kGcFPwKs2SXISBie-urftW8NtSkU7XR=w408-h544-k-no,"https://www.google.com/maps/place/PT+Mitra+Amertha+Sejahtera/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f693bd423ae5:0x3d5e3e4b6e924374!8m2!3d-6.1912646!4d106.7980115"
slipi wisma,"Jl. Anggrek Neli Murni 1 Blok C No.105, RT.12/RW.1, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Jl. Anggrek Neli Murni 1 Blok C No.105, RT.12/RW.1, Kemanggisan, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,RQ6W+7C,,,"-6.1892857, 106.7960354",,,N,,,,2,https://geo0.ggpht.com/cbk?panoid=_VnIeoT0cD1owgKv9duE-g&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=125.582016&pitch=0&thumbfov=100,"https://www.google.com/maps/place/slipi+wisma/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f692e9258d37:0x77e73831d5bad5e3!8m2!3d-6.1892857!4d106.7960354"
