BusinessName,FullAddress,StreetAddress,City,State,Zip,PlusCode,Website,Phone,LatLong,Category,Hours,IsClaimed,Rating,ReviewCount,Amenities,NumberOfPhotos,ImageURL,URL
LIPPO St Moritz OFFICE,"3, RT.3/RW.2, South Kembangan, Kembangan, West Jakarta City, Jakarta 11610               Terletak di: Lippo Mall Puri","3, RT.3/RW.2, South Kembangan, Kembangan",West Jakarta City,Jakarta,11610               Terletak di: Lippo Mall Puri,RP6Q+Q8,,,"-6.1881201, 106.7382533",Kantor Perusahaan,,N,"4,8",4,,26,https://lh5.googleusercontent.com/p/AF1QipMnQbAUtaCr_OGLNd1qWjcnRoiZLzaJ-YvOktUd=w408-h544-k-no,"https://www.google.com/maps/place/LIPPO+St+Moritz+OFFICE/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f70bfccd45e9:0x29eb63fbdf980977!8m2!3d-6.1881201!4d106.7382533"
Menara Citicon,"Jl. Letjen S. Parman No.Kav 72, RT.4/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jl. Letjen S. Parman No.Kav 72, RT.4/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ4X+W3,menaraciticon.com,(021) 29308772,"-6.1927019, 106.7977121",Kantor Perusahaan,"Selasa 08.00–19.00,Rabu 08.00–19.00,Kamis 08.00–19.00,Jumat 08.00–19.00,Sabtu 08.00–14.00,Minggu Tutup,Senin 08.00–19.00. Sembunyikan jam buka untuk seminggu",Y,"4,3",906,,555,https://lh5.googleusercontent.com/p/AF1QipPAm8onx2jE9kUgabD8azc3Kv5fU4OWJSa1jamc=w408-h726-k-no,"https://www.google.com/maps/place/Menara+Citicon/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f69478df636f:0xc283f16e9eda0173!8m2!3d-6.1927019!4d106.7977121"
PT. Health Wealth International,"Jl. Tanjung Duren Raya Kav VI No. 542, RT.1/RW.5, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470","Jl. Tanjung Duren Raya Kav VI No. 542, RT.1/RW.5, Tj. Duren Sel., Jakarta Barat",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11470,RQGP+CJ,healthwealthint.com,(021) 56962999,"-6.1739393, 106.7865443",Kantor Perusahaan,"Selasa 09.30–18.00,Rabu 09.30–18.00,Kamis 09.30–18.00,Jumat 09.30–18.00,Sabtu 10.00–16.00,Minggu Tutup,Senin 09.30–18.00. Sembunyikan jam buka untuk seminggu",Y,"4,6",132,,36,https://lh5.googleusercontent.com/p/AF1QipMHBPBYWtL0UFATnDnsk-Nee7cTiL39oq8eM1E4=w408-h273-k-no,"https://www.google.com/maps/place/PT.+Health+Wealth+International/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f659430fc09d:0x4d7b439f027dfffe!8m2!3d-6.1739393!4d106.7865443"
PT. Takari Kokoh Sejahtera,"Jl. Arjuna Utara No.131, RT.1/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470","Jl. Arjuna Utara No.131, RT.1/RW.1, Tj. Duren Sel., Kec. Grogol petamburan",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11470,RQ8Q+6P,takari.co.id,(021) 5640101,"-6.1843972, 106.7893316",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",Y,"4,3",45,,5,https://lh5.googleusercontent.com/p/AF1QipMTVk3X48AHoBZ1cluLv7iJMbJbZQuLsnfTILqm=w426-h240-k-no,"https://www.google.com/maps/place/PT.+Takari+Kokoh+Sejahtera/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f6f3c44eb383:0xdefedb0a092c6acc!8m2!3d-6.1843972!4d106.7893316"
PT Gudang Garam Tbk Corporate - Kediri,"Jl. Raya Kb. Jeruk No.63, RT.8/RW.1, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Jl. Raya Kb. Jeruk No.63, RT.8/RW.1, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,,gudanggaramtbk.com,(021) 4201806,"-6.1989451, 106.7647823",Kantor Perusahaan,,N,"4,5",4,,0,https://geo1.ggpht.com/cbk?panoid=b0N1vxhHxXekV2DArFVtVA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=178.05753&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT+Gudang+Garam+Tbk+Corporate+-+Kediri/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f721ff7861cf:0x25c699d698232014!8m2!3d-6.1989451!4d106.7647823"
Wisma Slipi,"Jl. Letjen S. Parman No.Kav. 12, RT.12/RW.1, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Jl. Letjen S. Parman No.Kav. 12, RT.12/RW.1, Kemanggisan, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,RQ7W+6H,,(021) 5483658,"-6.1869812, 106.7963914",Kantor Perusahaan,"Selasa 07.30–21.00,Rabu 07.30–21.00,Kamis 07.30–21.00,Jumat 07.30–21.00,Sabtu 07.30–21.00,Minggu 07.30–21.00,Senin 07.30–21.00. Sembunyikan jam buka untuk seminggu",N,"4,2",612,,429,https://lh5.googleusercontent.com/p/AF1QipNagdL54QpSnAt7DrYcsC6nbzprS9_aP2jEKuVH=w408-h672-k-no,"https://www.google.com/maps/place/Wisma+Slipi/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f644afa41e65:0x7f6951fc5b713984!8m2!3d-6.1869812!4d106.7963914"
HM Sampoerna Kedoya,"Jl. Panjang, RT.5/RW.10, Kebon Jeruk, Kebonjeruk, West Jakarta City, Jakarta 11530","Jl. Panjang, RT.5/RW.10, Kebon Jeruk, Kebonjeruk",West Jakarta City,Jakarta,11530,RQ49+XF,,,"-6.1925999, 106.7687258",Kantor Perusahaan,,N,"4,7",15,,7,https://lh5.googleusercontent.com/p/AF1QipN-qMJA632105ipieDcpLwBlqKjqgpcgTgINy3J=w408-h306-k-no,"https://www.google.com/maps/place/HM+Sampoerna+Kedoya/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f71dc71e47e1:0x7386f02774755d00!8m2!3d-6.1925999!4d106.7687258"
Ciputra International,"Jl. Lkr. Luar Barat No.101, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740","Jl. Lkr. Luar Barat No.101, Rw. Buaya, Kecamatan Cengkareng",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11740,RPGH+6H,ciputrainternational.com,(021) 22585050,"-6.1743911, 106.7288847",Developer Rumah Hunian Khusus,"Selasa 08.30–17.30,Rabu 08.30–17.30,Kamis 08.30–17.30,Jumat 08.30–17.30,Sabtu 08.30–17.30,Minggu 08.30–17.30,Senin 08.30–17.30. Sembunyikan jam buka untuk seminggu",N,"4,4",287,,1346,https://lh5.googleusercontent.com/p/AF1QipPNb8kI6k0KReT0u4Fn1Hz4FUhrx-tM-zhWwJ58=w408-h544-k-no,"https://www.google.com/maps/place/Ciputra+International/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f783ffdf5487:0xdc808159fbb53c1a!8m2!3d-6.1743911!4d106.7288847"
Astra World,"Jl. Taman Ratu Indah, RT.11/RW.1, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520","Jl. Taman Ratu Indah, RT.11/RW.1, Duri Kepa, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11520,RQC8+9W,astra.co.id,0813-8738-1505,"-6.1790689, 106.7672577",,"Selasa Tutup,Rabu Tutup,Kamis Tutup,Jumat Tutup,Sabtu 08.00–07.00,Minggu Tutup,Senin 08.00–07.00. Sembunyikan jam buka untuk seminggu",N,,,,0,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,"https://www.google.com/maps/place/Astra+World/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f7008f20aa17:0xae84fd81075165f2!8m2!3d-6.1790689!4d106.7672577"
Wisma Pondok Indah 3,"Jl. Sultan Iskandar Muda No.29 5 3, RT.5/RW.3, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310","Jl. Sultan Iskandar Muda No.29 5 3, RT.5/RW.3, Pd. Pinang, Kec. Kby. Lama",Kota Jakarta Selatan,Daerah Khusus Ibukota Jakarta,12310,PQPJ+RQ,,0821-1287-2094,"-6.2629033, 106.7819532",Kantor Perusahaan,"Selasa 07.00–18.00,Rabu 07.00–18.00,Kamis 07.00–18.00,Jumat 07.00–18.00,Sabtu Tutup,Minggu Tutup,Senin 07.00–18.00. Sembunyikan jam buka untuk seminggu",N,"4,4",1787,,1590,https://lh5.googleusercontent.com/p/AF1QipOdd0NcHKPh70LHH0x0TF2uq7sAgXJhhsCorVke=w408-h544-k-no,"https://www.google.com/maps/place/Wisma+Pondok+Indah+3/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f1a891a60915:0x6fe3b252996c1e8d!8m2!3d-6.2629033!4d106.7819532"
First Resources Group,"Jl. Letjen S. Parman, RT.12/RW.6, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440","Jl. Letjen S. Parman, RT.12/RW.6, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11440,RQFR+JX,,(021) 29298888,"-6.1758903, 106.7924718",Kantor Perusahaan,,N,"4,7",11,,4,https://lh5.googleusercontent.com/p/AF1QipMmJ8Yhwln4gOWTxBlucdbbKwxPA7bVWD5WtudV=w408-h306-k-no,"https://www.google.com/maps/place/First+Resources+Group/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f65fbeb6dd9d:0x103c8730e9e3211e!8m2!3d-6.1758903!4d106.7924718"
Gedung Berca Indonesia,"Jl. Palmerah Utara No.14, RT.1/RW.5, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Jl. Palmerah Utara No.14, RT.1/RW.5, Palmerah, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,QQXX+7F,,,"-6.201868, 106.7986271",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",Y,"4,2",35,,3,https://lh5.googleusercontent.com/p/AF1QipPUX5DUmPxNCwtKuwlx2R9mscVAe3D_jhZ5b3jD=w408-h725-k-no,"https://www.google.com/maps/place/Gedung+Berca+Indonesia/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f6bec7504ff3:0xca2c5f17d1728d8e!8m2!3d-6.201868!4d106.7986271"
MNC Animation,"MNC Studios Tower 2 - 7th Floor,, Jln Raya Perjuangan No 1 ( Komplek RCTI), Kebon jeruk, RT.11/RW.10, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, jakarta, Daerah Khusus Ibukota Jakarta 11530","MNC Studios Tower 2 - 7th Floor,, Jln Raya Perjuangan No 1 ( Komplek RCTI), Kebon jeruk, RT.11/RW.10, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk",jakarta,Daerah Khusus Ibukota Jakarta,11530,RQ48+GQ,mncanimation.com,(021) 5307710,"-6.193749, 106.766947",Perusahaan Media,"Selasa 09.00–18.00,Rabu 09.00–18.00,Kamis 09.00–18.00,Jumat 09.00–18.00,Sabtu Tutup,Minggu Tutup,Senin 09.00–18.00. Sembunyikan jam buka untuk seminggu",Y,"4,6",52,,45,https://lh5.googleusercontent.com/p/AF1QipPUnjqn2JGpNp7B4v5Y7nmp954F-JXCUooO2zJo=w408-h306-k-no,"https://www.google.com/maps/place/MNC+Animation/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f71c2f144bd3:0x33c13c05cd1fe2cb!8m2!3d-6.193749!4d106.766947"
The Vida Office Buiding,"Jl. Raya Perjuangan no 8, RT.1/RW.7, Kebon Jeruk, Jakarta, RT.1/RW.7, Kb. Jeruk, Kec. Kb. Jeruk, DKI Jakarta, Daerah Khusus Ibukota Jakarta 11530","Jl. Raya Perjuangan no 8, RT.1/RW.7, Kebon Jeruk, Jakarta, RT.1/RW.7, Kb. Jeruk, Kec. Kb. Jeruk",DKI Jakarta,Daerah Khusus Ibukota Jakarta,11530,RQ55+GV,gunasland.com,(021) 29022323,"-6.1912419, 106.7596655",Pengembang Realestat,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",Y,"4,5",157,,45,https://lh5.googleusercontent.com/p/AF1QipMoRFL1Ba4QRHjJ3h_Df9xMbxmsntQ1UIPjla-E=w408-h725-k-no,"https://www.google.com/maps/place/The+Vida+Office+Buiding/@-6.1912419,106.6896277,12z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+Blue+Green+Office+Tower+jakarta+barat!3m4!1s0x2e69f71955eae421:0xc0df35898597044a!8m2!3d-6.1912419!4d106.7596655"
